,id,name,prod_cat,priceCurrency,price,brand,itemCondition,availability,description,image,gtin12,gtin13,gtin14,gtin8,ratingValue,bestRating,reviewCount
256,buydig-4617898385b81dceb70ca2057a82d95e,"DSC-RX10M III Cyber-shot 4K Video 20.1MP 1"" Sensor Super Zoom Digital Camera",,USD,1298.00,Sony,,,"<li>New wide-aperture high-magnification 24-600mm 25x zoom lens
<li>Fixed-lens design optimizes image quality
<li>1.0-type stacked CMOS sensor 
<li>High-precision 4K movies with wider range
<li>Outstanding macro shooting
<li>Instinctive operability",https://static.buydig.com/Assets/Product/ImagesNw400/2757535B12F24DD0870E7EBFF70E4EC6.jpg,,,,,,5,
257,buydig-4633ad43839f6ab3254360e1fe58e087,LUMIX GH5S 10.2MP C4K Mirrorless ILC Camera Body + Lens+Tascam Pro Video Bundle,,USD,3297.99,Panasonic,,,"10.2MP high-sensitivity MOS sensor with multi-aspect and dual native ISO (400 & 2,500) with a range from 160 - 51,200; extendable to 80 - 204,800. C4K 60p & 4:2:2 10-bit Internal. 4K Anamorphic professional video. Built-in Wi-Fi and Bluetooth.",https://static.buydig.com/Assets/Product/ImagesNw400/A833B69BCD614DD9B50742EC3348C467.jpg,,,,,,5,
258,buydig-4642e946f74a8bf06b54dc473bbe529d,COOLPIX S3700 20.1MP Digital Camera HD Video (Red) Factory Refurbished,,USD,99.00,Nikon,,,"Nikon COOLPIX S3700 offers high resolution photos and HD videos, plenty of zoom, fun features and connectivity.  Share images using built-in Wi-Fi and NFC technology.  8x optical zoom, 16x dynamic fine zoom, 720p HD video, and 20.1 megapixel photos.",https://static.buydig.com/Assets/Product/ImagesNw400/81660930AD3F4A22B7FAD4AFD210B367.jpg,,,,,,5,
259,buydig-4661d7a59af4122b5ed3573b577aea3b,X-Pro 2 Mirrorless X-Trans CMOS III Black Digital Camera Accessory Bundle,,USD,1699.00,Fujifilm,,,,https://static.buydig.com/Assets/Product/ImagesNw400/C7C852B63A4B4922821DA9A3B8A9CAAD.jpg,,,,,,5,
260,buydig-46f3bcd56638ea84daf7bf80270e51e6,DMC-GX8KBODY LUMIX GX8 4K Interchangeable Lens (DSLM) Camera Body Black Bundle,,USD,1197.99,Panasonic,,,,https://static.buydig.com/Assets/Product/ImagesNw400/5002D0DB3542464D80251BC572A388F1.jpg,,,,,,5,
261,buydig-471d3b97b7e10791f378fea90fe34ce5,COOLPIX B500 16MP 40x Optical Zoom Digital Camera WiFi (Red) Refurbished,,USD,199.00,Nikon,,,"<li>40x optical zoom/80x Dynamic Fine Zoom
<li>Built-in Wi-Fi
<li>Shoot from creative angles with the tilting 3.0-inch 921,000-dot LCD
<li>Simple, convenient operation for stress-free shooting",https://static.buydig.com/Assets/Product/ImagesNw400/A48DDBFEE7434969A3B56E9B003269B6.jpg,,,,,,5,
262,buydig-47ed71b4b4f7cf34a91dce5515513408,PowerShot SX540 HS 20.3MP Digital Camera w/ 50x Optical Zoom 16GB Card Bundle,,USD,399.00,Canon,,,,https://static.buydig.com/Assets/Product/ImagesNw400/7920F5B9BC43432E8F5A7FDF33594709.jpg,,,,,,5,
263,buydig-493b1b1473fefb6ee94cfefbcaf4f7ca,"EOS Rebel T6i Video Creator Kit w/ Rode VideoMic, 18-55mm + 70-300mm Lens Bundle",,USD,909.00,Canon,,,,https://static.buydig.com/Assets/Product/ImagesNw400/13C9C389B65440C28BA43C60AA1F6FA4.jpg,,,,,,5,
264,buydig-499cf2bb351ea5f227d3898e4e07a581,iTwist 805DVR HD 2ViewScreen Digital Camcorder - Black - Bundle,,USD,39.99,Vivitar,,,"<li>2.4-inch LCD Display
<li>4x Digital Zoom
<li>SD Card Supported
<li>High Definition 720P
<li>Twist Screen, 180 degree Swivel Display 
<li>Takes Self Portraits
<li>HDMI Output Cable",https://static.buydig.com/Assets/Product/ImagesNw400/71D611094ECF403CBFAC820878DC04CD.jpg,,,,,,5,
265,buydig-49f83f1ed0c77e9d9257cd01b14de436,EOS Rebel T7i Digital SLR Camera with EF-S 18-135mm IS STM Kit,,USD,1099.00,Canon,,,"<li>Optical Viewfinder with a 45-point All Cross-type AF System
<li>Fast & Accurate Dual Pixel CMOS AF with Phase-detection
<li>24.2 Megapixel CMOS (APS-C) Sensor
<li>DIGIC 7 Image Processor, ISO 100-25600
<li>Built-in Wi-Fi, NFC and Bluetooth",https://static.buydig.com/Assets/Product/ImagesNw400/5767577F591841429D0E841CD9259130.jpg,,,,,,5,
266,buydig-49fd7b9e554631a629f2bb4c8d6495cd,PEN-F 20MP Mirrorless Micro Four Thirds Digital Camera w/ 14-150mm Lens Kit,,USD,1399.00,Olympus,,,,https://static.buydig.com/Assets/Product/ImagesNw400/424452E845D84714A7A0E9E837517ECC.jpg,,,,,,5,
267,buydig-4a11981624a79c2df48fc9455b83dbee,"EOS Rebel T6i Video Creator Kit w/ Lens, Mic, and 32GB SD Card + 1TB CS100 Hub",,USD,849.00,Canon,,,,https://static.buydig.com/Assets/Product/ImagesNw400/983A90B1696548B1A77614F7E3CEFA0A.jpg,,,,,,5,
268,buydig-4a766663966b241889d9410fe4f2ada4,VGC3EM Vertical Grip for a9,,USD,348.00,Sony,,,"<li>Loads two NP-FZ100 batteries (sold separately)
<li>Dust- and moisture-resistant sealing
<li>Rigid magnesium for durability",https://static.buydig.com/Assets/Product/ImagesNw400/2A69D29F93404056BA553C0017828E1E.jpg,,,,,,5,
269,buydig-4ac5df2fa9405e32774b695472df4859,Cage for RX0 Cameras (VCT-CGR1),,USD,248.00,Sony,,,"<li>Designed to quickly mount and detach from the RX0 camera
<li>Use the cage to attach any accessory
<li>Allows full access to all camera buttons and ports
<li>Provides a total of 35 screw holes in four faces",https://static.buydig.com/Assets/Product/ImagesNw400/B7CF63A43C7E487F9960AFFF63303E55.jpg,,,,,,5,
270,buydig-4ad2910a4b3879c82584ff0959cd8edc,D7200 DX-format Black DSLR Camera Kit w18-140mm VR Lens + 32GB Kit,,USD,1296.95,Nikon,,,"Introducing the D7200, the new star of Nikon's DX-format line-up. For the first time, the exhilarating image quality, low-light capabilities and speed of a Nikon DSLR are available with the convenience of built-in Wi-Fi and Near Field Communication (NFC).",https://static.buydig.com/Assets/Product/ImagesNw400/C402DE389F8340D59425B4496C49887C.jpg,,,,,,5,
271,buydig-4af543104eb4fa78f983154e69339109,EOS Rebel T5 18MP DSLR Camera w/ 18-55mm & 75-300mm Lens Kit,,USD,599.00,Canon,,,"Bundle Includes: Canon EOS Digital Rebel T5 18MP SLR Digital Camera and EF-S 18-55mm IS II Kit, and Canon EF 75-300mm  F4-5.6 III Lens with Canon USA Warranty",https://static.buydig.com/Assets/Product/ImagesNw400/50A6B912D0BD43ED8F60F6F889CD444C.jpg,,,,,,5,
