identifier,name,priceCurrency,price,brand,itemCondition,availability,description,image,gtin12,gtin13,gtin14,gtin8,ratingValue,bestRating,reviewCount
robertscamera-6fffe5eba0c57e8676acc579483b6b16,Nikon 		Coolpix S810c,USD,199,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-70d214144e1dd830ad8c3f263baf7c36,Canon 		EOS 60Da (Body Only),USD,1499,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-71c98fa044576a372a1363657b6bc90c,Canon 		PowerShot ELPH 190 IS,USD,159,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-72234b1f9dc7d4abf2c70393e82cfa76,Canon 		EOS Rebel T5 with 18-55mm IS II and 75-300mm Lens and Bag,USD,749.99,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-72404666f18787cf38f9d1fec5ae3e4a,Sony 		SPK-AS1 Action Cam Waterproof Case,USD,39.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-728cfe5dfc6eff6e9bdbe2f4ddad86fc,Sony 		Alpha NEX-5R with 18-55mm Lens,USD,749.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-75c9d8d529e645b98f4c037e548248c5,Sony 		DCR SX85 (Silver),USD,249.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-76c34db85a8ccf3664666ae173a0cb79,FujiFilm 		XF1 Digital Camera,USD,299.95,FujiFilm,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-78ad328685d2638f4b3b59b797c16d4c,Nikon 		D7500 with 16-80mm VR Lens,USD,1846.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-7c6b450a45e6dc0d5114fdb0bbf18ac1,RICOH 		Theta SC,USD,299.95,RICOH,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-7ce803fd4daa56773416cc64a4c36dc3,Canon 		EOS Rebel SL2 with EF-S 18-55mm f/4-5.6 STM (Black),USD,649.99,Canon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-7dfdab8a494d764561a456deb6ba5983,FujiFilm 		X-T10 (Body Only),USD,799.95,FujiFilm,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8022b50652815daa8cad6eeb6879f3b7,Canon 		EOS Rebel SL2 (Body Only) (Black),USD,549.99,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-80dc35469022398a98a79638edec1c87,Canon 		XF205 HD Camcorder,USD,3999,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-81185608fc75a5448eee6db88c9e2837,Sony 		A77 II (Body Only),USD,1198,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-82094a04ae03d56c6b152d7ab42560ef,Sony 		HDR-TG1 HD Camcorder,USD,799.99,Sony,new,https://schema.org/InStock,,,,,,,,,
robertscamera-836af5b55ec7e7370f2c496994a12f3b,Sony 		Cyber-shot Digital Camera TX200V,USD,399,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8378d0d12ddba85645c2853d169f6f64,Sony 		HXRNX70U Compact AVCHD Handy-type Camcorder,USD,2799,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-83d6df63183860d177f5d713414ee3c9,Olympus 		TG-850 Digital Camera,USD,249.99,Olympus,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-854da4a1671f281b64b7b2be128af80d,Samsung 		GC-110 Galaxy,USD,449.99,Samsung,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8680d079acf06cfc17533425a0f90363,Canon 		PowerShot SX710 HS,USD,349,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-86a78813e4a91948789a89dfe1cb7c3c,Panasonic 		DMC-GX85 with 12-32mm,USD,599.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-86d8b59d35aa9cf23ffdc885afc43a00,Sony 		FDR-AX1 4K Handycam Camcorder,USD,4498,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-86f11f156f3514be3186c71b9063a0bb,Soloshot 		SOLOSHOT3 and Optic65 Camera Bundle,USD,899.99,Soloshot,new,https://schema.org/InStock,,,,,,,,,
robertscamera-878b3b8a58dbe7c7e9f001e1c9fd0cb6,Canon 		EOS M Digital Camera (Black) with EF-M 18-55mm f/3.5-5.6 STM,USD,649,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-88454953972fd815351dc5b6d305a6cb,Nikon 		D5300 with 18-55mm f/3.5-5.6G VR II,USD,696.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-88b118dfc7dd762e4be872a4eceac77b,Leica 		V-LUX [Typ 114] Digital Camera,USD,1195,Leica,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-890ac066f0784ddb17780471da6652ee,Panasonic 		Lumix DMC-ZS100,USD,549.99,Panasonic,new,https://schema.org/InStock,,,,,,,,,
robertscamera-8952222336bc24a787204a515da6c7f1,Samsung 		WB2200F Smart Camera,USD,449.99,Samsung,new,https://schema.org/InStock,,,,,,,,,
robertscamera-8a31f3ce2acc845cede554fa9c0602be,Nikon 		1 J5 with 10-100mm,USD,1046.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8a67fc467d804cfe4cf5e6505245711c,Panasonic 		Lumix DMC-GH4 (Body Only),USD,999.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8b904b1f7885ec7cd84a6f42d3b65c17,Sony 		HDR-PJ580V Handycam Camcorder,USD,899.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8c0a772c66fb66ba9f29e2d8e19fa51b,Panasonic 		Lumix DMC-GH3 (Body Only),USD,899.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8c191568605467375cdf38a4175bc454,Canon 		PowerShot ELPH 180,USD,119.99,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8c316a601b18632749a2aeeebd968e1b,Canon 		EOS 6D Mark II with EF 24-105mm f/4L IS II USM,USD,3099,Canon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-8c6979d10a50d3aa68f73d4d1712eaa8,Nikon 		D850 Filmmaker’s Kit,USD,5496.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8cca5c7940d32c04f9d691ec17f9b7a1,Sony 		PXWFS7 4K XDCAM Super 35mm Camcorder (Sony E),USD,7999,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8ce9d6d6f05b455c15849e05919694c9,Panasonic 		Lumix DMC-FT5,USD,299.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8d6f13903c2f7329b2d0324ab14ed16b,Canon 		Vixia HF R700,USD,299.99,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8f269790e4452769c1eaba5b53f4b92c,Nikon 		D7200 Dual Zoom Lens Kit,USD,1196.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8f92cbc7219ac2799c1e70243a3241c7,"Canon 		EOS Rebel T6i Video Creator Kit with with 18-55mm, Rode Microphone, and Memory Card",USD,749.99,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-8faf3c152377bda0e1d2590eb51542c0,Nikon 		Coolpix S3700,USD,136.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-902393265aa4f0b81010606869e12883,Sony 		Alpha NEX-3 with 16mm f/2.8 (Silver),USD,549.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-905451e5bb631a11b76f43e8fae34f63,Canon 		EOS 5D Mark III with EF 24-105mm f/4L IS USM,USD,2599,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-90eacf9b73a425166272797ca0e8fdb1,Nikon 		D7100 Dual Lens Wi-Fi Camera Kit,USD,1296.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-90f461c2d8c87ecea8b1a08118447c83,"Canon 		EOS 70D Video Creator Kit with 18-135mm, Rode Microphone, and Memory Card",USD,1649,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-90fc8a4195ed11aab437a05938892748,Canon 		EOS 80D with 18-135mm Video Creator Kit,USD,2049,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-918df1af2c3a8793fcc82da79d8d37af,Panasonic 		Lumix DMC-GX7 with 14-42mm Lens,USD,799.99,Panasonic,new,https://schema.org/InStock,,,,,,,,,
robertscamera-921627d4d9edbbe02fde2dc0ca2367a4,Canon 		EOS 6D Mark II with EF 24-105mm f/3.5-5.6 IS STM,USD,2599,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-92b27ac6f243a8d704d8d7b42838e227,FujiFilm 		X-T1 with 18-55mm Lens (Black),USD,1699.95,FujiFilm,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-92e4f9a93c2157383da15a2bca950649,Sony 		HDR-CX405 Camcorder,USD,179.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-93369508d3a118eb806943f3fb016bfa,Nikon 		D3400 Triple Lens Parent's Camera Kit (Red),USD,796.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-93630c701ef1092c36b973effbfb4a48,Sony 		HDR-AS30V Action Cam with GPS,USD,249.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-93f9c42fad845784e49dc4dd6dbf9859,Olympus 		Tough TG-Tracker,USD,299.99,Olympus,new,https://schema.org/InStock,,,,,,,,,
robertscamera-94f355b75c7abcf208368a487a514ff3,Sony 		Alpha NEX-5N with 18-55mm Lens,USD,699.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-95bb1048bd28f4c774d36331b3767d02,Canon 		XF305 HD Camcorder,USD,4999,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-95ea3da9f1737abe03c008516198f8b0,Sony 		PXW-FS7K 4K XDCAM Super 35mm Cam with Lens,USD,12599,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-989951c6fef7a6a633c6de8c8304a84f,Canon 		PowerShot G5 X,USD,799,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-9a9b957eeb04521af12fe6103fe983fb,Canon 		XF405 HD Camcorder,USD,3499,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-9aad914a48be1fffc3131ac0ce7b8596,Olympus 		OM-D E-M10 Mark II  with 14-42mm II R,USD,549.99,Olympus,new,https://schema.org/InStock,,,,,,,,,
robertscamera-9ad91e516ef0e6742a8cb8aedd81778d,Sony 		HXR-MC2500 High Definition Shoulder Camcorder,USD,1599,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-9b4a37bbdc5e7f8c27469df255431f44,Nikon 		D610 with 24-85mm VR,USD,1996.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-9c68c53421de6264031505e7b381f632,Nikon 		D7000 with 18-200mm DX VR Lens,USD,1599,Nikon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-9c90e7b985a97f363f55a7ad41b302ce,Samsung 		WB150F Digital Camera,USD,229.99,Samsung,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-9d17da2df96a14b1953a76bafe511923,Olympus 		PEN-F (Body Only),USD,1099.99,Olympus,new,https://schema.org/InStock,,,,,,,,,
robertscamera-9dccdeae489285d3d9d3d75e71ba1b18,Olympus 		OM-D E-M5 with 12-50mm Lens,USD,699.99,Olympus,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-9e725ad80feedf09d457e180938cb9d7,Sony 		HDR-XR260V Camcorder,USD,699.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-a13d684f13b3a258b34be9cc3101f252,Panasonic 		Lumix DMC-FZ300,USD,499.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-a1debab4ec9ffedbeaa1e9eb85ef585d,Canon 		PowerShot G3 X,USD,999.99,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-a242ac02ea25fa2f272824959e724464,Sony 		Alpha NEX-3N with 16-50mm Lens,USD,499.97,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-a27c724005a9ceb3516e105ec5be27ca,Sony 		a68 (Body Only),USD,599.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-a3bd350716fad6634a79b297aba190e7,Nikon 		Df with 50mm f/1.8,USD,2996.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-a431ebbf46faab476ea0c6126d97e4b2,Sony 		HDR-CX240 Handycam Camcorder,USD,229.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-a54f168fab104fc18bc44def09920636,Panasonic 		Lumix DMC-GM5 with 12-32mm,USD,899.99,Panasonic,new,https://schema.org/InStock,,,,,,,,,
robertscamera-a63b6c8a0a911f102a8ec207fa1c3dca,Canon 		Vixia HF R62,USD,449,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-a651c6636aae52c54b3004b7df98d272,Canon 		PowerShot SX720 HS,USD,299.99,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-a6bc71c1f9b6764e8f40b163372e1c2c,Sony 		AS100 POV Action Cam + Live View Remote,USD,399.99,Sony,new,https://schema.org/InStock,,,,,,,,,
robertscamera-a7d415fb7a77d00c938b20afecc61616,Canon 		XF300 HD Camcorder,USD,3999,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-a7f981abd2a9ebdf8c64dec034cd7ada,Panasonic 		HC-V500MK Camcorder,USD,449.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-a9694d2a88e7249ad528b8b5e7ebadc2,FujiFilm 		X-T1 IR (Body Only),USD,0,FujiFilm,new,https://schema.org/InStock,,,,,,,,,
robertscamera-a98e741e9510e7e303814c87c21271d8,Sony 		HDR-PJ440 Camcorder with Built-in Projector,USD,399.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-ad1e1006a7d0ffb7ba0055940654bbe0,Nikon 		D500 with 16-80mm VR Lens Kit,USD,2496.95,Nikon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-ad83aaf101f86e6864ea592aba14a8ef,Canon 		EOS-1D X Mark II (Body Only) Premium Kit,USD,6299,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-add9add1173c01d588bf9d167530a6aa,Nikon 		D7500 (Body Only),USD,1246.95,Nikon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-b1121d2914ccfd30f81ea1470b354ee5,Nikon 		D500 (Body Only),USD,1896.95,Nikon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-b12e5b2a20fa3283a4f6564d9913b287,Blackmagic Design 		Studio Camera 4K,USD,2495,Blackmagic Design,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b1416be76b6fad21705685808ef2f2d2,Sony 		Cybershot RX100,USD,449.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b20e9f6bf54d575a1efd21c2d3aee116,Soloshot 		SOLOSHOT3 Base and OPTIC25 Bundle,USD,699.99,Soloshot,new,https://schema.org/InStock,,,,,,,,,
robertscamera-b24efe4110fcaeb7a834b7336e766c34,WASPcam 		9907 4K Action Camera,USD,329.99,WASPcam,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b28d0a149804ac5f9cafeb83dcb18aa6,Canon 		PowerShot SX520 HS,USD,329,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b323d5f805d39341ae505455e41dbf13,Canon 		Vixia HF R72,USD,449.99,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b34b95f94ce9f53478e11c04250fca16,Nikon 		Coolpix AW120 (Orange),USD,239.97,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b4ce1bf815b9210c52eab542085d3c05,Blackmagic Design 		URSA 4.6K EF,USD,4995,Blackmagic Design,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b4fc44fc83c3f239a4d562cd214b5378,Sony 		SLT-A58 with 18-55mm Lens,USD,598,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b557943134d03fc9cdc446c5dde9e97e,Canon 		EOS 80D with 18-55mm,USD,1349,Canon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-b58c418d2ad3dd5d8de155856b1e344c,Canon 		XF400 HD Camcorder,USD,2999,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b5c565849274cdbb7040c4484551d985,Sony 		a6000 with 16-50mm Lens,USD,599.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b74ba7bbefc71ee2f150926250aef905,Panasonic 		HS900K 3MOS HD Camcorder,USD,1399.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b7740e6a87d09e5ce72f5f253fc63e16,Nikon 		D610 (Body Only),USD,1496.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b821b1608e85aa7a125455e504b2a181,Sony 		HDR-PJ710V Handycam Camcorder,USD,1299.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b8a1838b9f71772ccb6ca67bf3960588,Sony 		HDR-PJ230 Handycam,USD,399.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b97804b274b60d07574cd218a5cb5a57,Blackmagic Design 		Micro Cinema Camera,USD,995,Blackmagic Design,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-b996e18cf854d5390bae425578e4146f,Canon 		EOS 5D Mark IV with EF 24-70mm f/4L IS USM,USD,4399,Canon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-ba3add6ab99125bb162bb2748d57b342,Sony 		HDR-CX190 HandyCam Camcorder,USD,279.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-bc0387a72c8f3f126673baf6d7151a04,Nikon 		D610 with 24-85mm and 70-300mm VR,USD,2496.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-bc2dcd619789a041b8e7310257bf2af5,Blackmagic Design 		Cinema Camera EF,USD,1995,Blackmagic Design,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-bc532f926ba7b7a9b1df165d267149f1,Olympus 		TG-4 Digital Camera,USD,379.99,Olympus,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-bc8b5df9a5b3c69277724911efc3bc5e,Sony 		HXRNX3D1U NXCAM 3D/ 2D WorldCam (PAL/NTSC) Compact Camcorder,USD,2999,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-bcc63f1d3a56cf0f9746329db0f8a1f7,Olympus 		Stylus Tough TG-860,USD,279.99,Olympus,new,https://schema.org/InStock,,,,,,,,,
robertscamera-bd0d82a72e50c50d65b7c5754b7679ae,Canon 		EOS M10 with EF-M 15-45mm IS STM Kit,USD,599,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-bdeaf7a2dc81015e3e29829fa407d3ef,Canon 		PowerShot G1 X,USD,649,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-be6fdf569cb94b94c0653cc7b443698f,Nikon 		Df (Body Only),USD,2746.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-bed1d23c024e9bb7d4970bb990ae5d7a,Sony 		a5100 with 16-50mm,USD,548,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c01214af889a98a0aca4bd014028b40a,Sony 		HVRZ7U HDV Camcorder with Memory Recording Unit,USD,6850,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c0ddc1f70859afdb87162a3b024794d2,Nikon 		1 AW1 with 11-27.5mm Lens,USD,796.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c14526a70a6f27c0c1478db1541e020e,Nikon 		Coolpix P530,USD,279.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c23dca922e292835096220277f3b49f4,FujiFilm 		X-E2 with 18-55mm Lens,USD,1099.95,FujiFilm,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c24141d141456a1f0b4c5648d30152ed,FujiFilm 		FinePix HS30EXR,USD,499.95,FujiFilm,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c27df7194305ace9180a31d3a14c85fa,Canon 		EOS Rebel T6s (Body Only),USD,849,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c2a722fc96da843ed2ec6c0baa79d00d,Blackmagic Design 		Studio Camera HD,USD,1695,Blackmagic Design,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c32128fe0b15ac908d3412104a6e919d,Sony 		A37 with 18-55mm f/3.5-5.6 Lens,USD,599.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c34814693fe8d661773a20404ce977b8,Canon 		VIXIA HF G21 Camcorder,USD,999,Canon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-c381601413c8c3ca63b47001a7ca9bd5,Nikon 		KeyMission 80,USD,276.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c3b0ca5f77ea04dec9f6fdf3318d059a,Sony 		NEX-VG900 Full-Frame Interchangeable Lens Camcorder (Body Only),USD,3299.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c3cdc0350812f7f6ad724ec3b5e19068,Canon 		EOS Rebel T5i (Body Only),USD,649,Canon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-c4058415d05b74e9320c95dab36093a7,Sony 		Alpha SLT-A35 with 18-55mm Lens,USD,699.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c4699ad3e4fb3a81c8ce499ec64a43eb,Canon 		PowerShot SX530 HS,USD,279.99,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c47700f8326a0c1aefc269b9df6b6045,Sony 		a5000 with 16-50mm Power Zoom Lens,USD,448,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c4e40146fc531adaf5cc01222db3d896,FujiFilm 		X-T1 with 18-135mm Lens (Black),USD,1899.95,FujiFilm,new,https://schema.org/InStock,,,,,,,,,
robertscamera-c7908a371429c8b925a3e770286a5cc2,Sony 		a99 II (Body Only),USD,3199.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c792ace0b7de5e0ae3420a49456bc236,Nikon 		D3300 with 18-55mm VR Lens,USD,396.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-c7fb0c7106fbd0c2d7b70c7890977a9f,Nikon 		D810 Filmmaker's Kit,USD,4906.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-cb66ca52a0dfd07d1e637171b3f62208,Sony 		Alpha SLT-A37 with 18-135mm Lens,USD,799.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-cb708ddba8fddd4ed1f893bbfe14554a,Sony 		a6500 (Body Only),USD,1399.99,Sony,new,https://schema.org/InStock,,,,,,,,,
robertscamera-cd31f1a9198cd4cd27b99bb6d5d8315a,Sony 		HDR-TD20V Full HD 3D Handycam Camcorder,USD,1499.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-cd4a0f412613d652f856d24ec22773f2,Sony 		Handycam HDR-PJ790V,USD,1599.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-cd4e6644e18cf298cb97926c382fe78d,Nikon 		Coolpix S33,USD,146.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-ce4423a53fa5568806f40a3fd1f53a15,Sony 		Cyber-shot DSC-RX10 II,USD,1199.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-ce65b97e192a24dfee8545b976797b0a,FujiFilm 		FinePix S4000,USD,249.97,FujiFilm,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-cecb2d1fc9eb5d042fa0566b60ee140e,Sony 		A57K with 18-55mm,USD,799.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-cf64df035cf14b4d8c87092afdbaa839,Canon 		PowerShot ELPH 360 HS,USD,209.99,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-cf6f327a433c6ae6b1da93e0d3e40bf5,Panasonic 		Lumix DMC-ZS60,USD,449.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-d0d2e6acef3a23ce250574e186c37ed6,Panasonic 		HX-A500 Point-of-View Wearable 4K Camcorder,USD,399.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-d0f1db4e8604f9077bfa2c0c1e335438,Canon 		EOS 6D with EF 24-105mm f/3.5-5.6 IS STM,USD,2099,Canon,new,https://schema.org/InStock,,,,,,,,,
robertscamera-d15717d6da96f1da69aa5aabba0fa6b5,Olympus 		TG-820 iHS,USD,249.99,Olympus,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-d173ad39cf3a745c3fb4204db38a0da8,Panasonic 		Lumix DMC-FZ1000,USD,599.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-d1bf82986c1d27a19e44e8261e67779b,Sony 		HDR-AZ1 POV HD Camcorder,USD,249.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-d2c69f966b019902277e21676c79cbff,Canon 		EOS-1D X Mark II (Body Only),USD,5999,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-d329e90d59f9778342834526af634e47,Olympus 		OM-D E-M10 Mark II (Body Only),USD,499.99,Olympus,new,https://schema.org/InStock,,,,,,,,,
robertscamera-d35eb08dc36a3909f2304aaa9c45126d,Canon 		XA30 Professional Camcorder,USD,1599,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-d416502ba0a04723c8aaf08a60ae5649,Panasonic 		HC-X1000 Camcorder,USD,2499.99,Panasonic,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-d6080a3973dfcf055cf0f2b4634162cd,Nikon 		Coolpix AW130,USD,346.95,Nikon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-d68f0f7cbde0ca2bc689988905fffb7e,Canon 		EOS Rebel T6s with 18-135mm STM Lens,USD,1199,Canon,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-d86ac875c8f68535dde2926158c53af9,Olympus 		OM-D E-M5 Mark II (Body Only),USD,899.99,Olympus,new,https://schema.org/InStock,,,,,,,,,
robertscamera-d8f8d69a2d937754184ae8924ae1677a,Sony 		a7S (Body Only),USD,1999.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-d96c043da1d4db8065e6f0348be1edd4,Sony 		A99 Body Bundle with Flash and Grip,USD,2799.99,Sony,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-d9e44db0669d675f34bdf510c4c03a90,Sony 		a6000 with 16-50mm and 55-210mm (Black),USD,749.99,Sony,new,https://schema.org/InStock,,,,,,,,,
robertscamera-da03cbabf7ccd58cf2d479483686b972,Delkin Devices 		WingmanHD 3oz. Waterproof Action Camera,USD,229.97,Delkin Devices,new,https://schema.org/OutOfStock,,,,,,,,,
robertscamera-da3fef937e665a3ce3d9b1cd729e1843,Olympus 		OM-D E-M1 (Body Only),USD,1099.99,Olympus,new,https://schema.org/InStock,,,,,,,,,
robertscamera-da8737b59530685dc52dfe87e7f98c20,Nikon 		KeyMission 360,USD,496.95,Nikon,new,https://schema.org/InStock,,,,,,,,,
