,id,name,prod_cat,priceCurrency,price,brand,itemCondition,availability,description,image,gtin12,gtin13,gtin14,gtin8,ratingValue,bestRating,reviewCount
74,pictureline-797ca463d9577da856fb30478d7f24dc,Canon EOS 6D Mark II Digital Camera Body Kit,,USD,189900,Canon,,True,,//cdn.shopify.com/s/files/1/0750/1017/products/HR_6D_MARKII_BODY_FRONT_CL_grande.jpg?v=1515425413,013803286557,,,,0,5,0
75,pictureline-7a9cfd962d24d1051dfd6201ae6b47dd,Panasonic Lumix DC-FZ80 Digital Camera,,USD,34999,Panasonic,,False,,//cdn.shopify.com/s/files/1/0750/1017/products/DC-FZ80K_ALT01_grande.jpg?v=1493248240,885170310919,,,,0,5,0
76,pictureline-7a9d217042d3396e060135ceadb45607,Fujifilm INSTAX Mini 9 Instant Film Camera (Flamingo Pink),,USD,6999,Fujifilm,,True,,//cdn.shopify.com/s/files/1/0750/1017/products/mini9_camera_pink_grande2_grande.jpg?v=1497548355,074101033182,,,,0,5,0
77,pictureline-7ae095c357c47b485b9db1f2226dbc20,Canon PowerShot G9X Mark II Digital Camera (Black),,USD,52999,Canon,,True,,//cdn.shopify.com/s/files/1/0750/1017/products/LR_G9X_MARKII_BLACK_BW_grande.jpg?v=1483651500,013803284928,,,,0,5,0
78,pictureline-7b0165ec706937f04e18a129c3d9c622,Fujifilm X-E3 Digital Camera Black,,USD,89995,Fujifilm,,False,,//cdn.shopify.com/s/files/1/0750/1017/products/X-E3_Black_Front_grande.jpg?v=1507675421,074101034714,,,,0,5,0
79,pictureline-7d0a44e1303848a4646151745fce497b,Panasonic Lumix DMC-GX85 Mirrorless Micro Four Thirds Camera w/12-32mm Lens and 45-150mm Lens (Black),,USD,109997,Panasonic,,False,,//cdn.shopify.com/s/files/1/0750/1017/products/DMC-GX85KK2withbag_grande.jpg?v=1513120417,,,,,0,5,0
80,pictureline-7df08111c8cfabf41bd00caa7b5fa9fb,Fujifilm GFX 50S Medium Format Camera Body,,USD,649900,Fujifilm,,True,,//cdn.shopify.com/s/files/1/0750/1017/products/GFX_50S_Front_EVF_grande.jpg?v=1484782185,074101031164,,,,0,5,0
81,pictureline-7ecaf899a47e8fc52528af83ee4ee2bb,Leica M Digital Camera Black QM2,,USD,629500,Leica,,False,,//cdn.shopify.com/s/files/1/0750/1017/products/leica_1_m_front_grande_6fd50f7d-7f69-44b1-a835-03002021f0ea_grande.jpeg?v=1449616913,,,,,0,5,0
82,pictureline-80150cfe5187eae22aefcbad6a2f1127,FujiFilm X-T1IR Forensic Bundle,,USD,399900,Fujifilm,,False,,//cdn.shopify.com/s/files/1/0750/1017/products/Screen-Shot-2017-01-20-at-11.30.55-AM_grande.jpg?v=1484937134,074101027952,,,,0,5,0
83,pictureline-817b8a2327b1f80638588c5927756d95,Sony Cyber-Shot DSC-RX100 V Digital Camera,,USD,99800,Sony,,False,,//cdn.shopify.com/s/files/1/0750/1017/products/Screen_Shot_2016-10-28_at_9.06.30_AM_grande.png?v=1477670048,027242903371,,,,5,5,1
84,pictureline-81f35e7e4d8c843c2bda53d54adb5eca,Nikon Coolpix B500 Digital Camera (Black),,USD,25995,Nikon,,True,,//cdn.shopify.com/s/files/1/0750/1017/products/26506_B500_front_grande.png?v=1470796950,018208265060,,,,0,5,0
85,pictureline-8283c864e903c7a3a5cc457c50b60d4c,Nikon Coolpix W300 Digital Camera (Black),,USD,38995,Nikon,,True,,//cdn.shopify.com/s/files/1/0750/1017/products/W300_BK_front_lo_grande.jpg?v=1499893147,018208265237,,,,0,5,0
86,pictureline-82fa7aa7685fa9d76afd8fbd41e9f2ca,Fujifilm X-H1 Digital Camera Body (Black),,USD,189900,Fujifilm,,True,,//cdn.shopify.com/s/files/1/0750/1017/products/X-H1_Black_Front_grande.jpg?v=1518803912,,,,,0,5,0
87,pictureline-83a21adde762eb0e333fdb2460ebd844,Panasonic Lumix DMC-ZS70S Digital Camera (Silver),,USD,44799,Panasonic,,False,,//cdn.shopify.com/s/files/1/0750/1017/products/DC-ZS70S_ALT01_grande.jpg?v=1493829210,885170315792,,,,0,5,0
88,pictureline-89d6a12e5d83f988c382462cc87068c1,FujiFilm X-T1IR Body,,USD,169995,Fujifilm,,False,,//cdn.shopify.com/s/files/1/0750/1017/products/1548154_grande_c9c848fd-1ce5-43c1-9548-d990aa9eed4a_grande.jpeg?v=1484937596,074101027525,,,,0,5,0
89,pictureline-8e1e654291f12fd62274936e77ae2f8b,Panasonic Lumix DC-GH5S Digital Camera Body,,USD,249799,Panasonic,,True,,//cdn.shopify.com/s/files/1/0750/1017/products/1-Lumix-DC_GH5s-Front-low-res_grande.jpg?v=1515437287,885170328266,,,,0,5,0
90,pictureline-8ec21f58a632fffa99ac8661aa454988,Sony Alpha A9 Digital Camera Body,,USD,449800,Sony,,False,,//cdn.shopify.com/s/files/1/0750/1017/products/a9_grande.jpg?v=1492706522,027242907362,,,,0,5,0
91,pictureline-908fcd22877803cf4694c40cc9e74ba6,Canon EOS 80D DSLR Camera with 18-55mm IS STM Lens,,USD,114900,Canon,,True,,//cdn.shopify.com/s/files/1/0750/1017/products/80d-8_grande.png?v=1455839323,013803271836,,,,0,5,0
92,pictureline-922a4ad9353fa328abae87fdf32b87e1,Fujifilm X-E2s Digital Camera w/XF 18-55mm Lens Kit (Silver),,USD,99995,Fujifilm,,False,,//cdn.shopify.com/s/files/1/0750/1017/products/Screen_Shot_2016-02-16_at_1.15.06_PM_grande.png?v=1455654007,074101027662,,,,0,5,0
93,pictureline-930f70ec2776daab0bb8552d7d81e457,Canon EOS Rebel T6s Camera Body,,USD,84999,Canon,,True,,//cdn.shopify.com/s/files/1/0750/1017/products/HR_T6s_BODY_FRONT_CL_1024x1024_6db2c2cd-cd6d-41fd-b89e-77dcae33aa36_grande.jpeg?v=1481737093,013803249477,,,,0,5,0
